time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,2.85845131589e-07,0.0174310846683,50.0420562044,0.41992906114,6.28294259631,0.0,4.38162630746e-05,0.947529939975,1.23476452134,-10.8096768978,-0.0137011338179,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.12000000000000001,2.88525179441e-05,0.0735217561511,50.1366101723,5.35328157088,6.28174080589,0.0,0.00122099355387,0.928274132053,1.03298802114,-19.2637044242,-0.0373376985348,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.18,0.000224017568098,0.122563346617,50.2167488172,2.21967084037,6.27906436333,0.0,0.00606002377133,1.57456543353,1.25145184778,-24.3415626627,-0.0659913823257,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.23999999999999996,0.000906130557831,0.268659731636,50.2337995248,1.81278912629,6.27474298197,0.0,0.0179841242348,3.31576466831,-0.647520252387,-26.8718465946,-0.0881828991915,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.3,0.00259440740284,0.529332379064,50.176957864,0.398169161935,6.26907420417,0.0,0.0400437796154,5.28599083094,-0.835534784016,-28.0039883901,-0.111653264075,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.36000000000000004,0.00600261958241,0.85196277518,50.1700886844,5.03111989732,6.26207984181,0.0,0.0756534085446,4.97725548154,0.521472111421,-28.4903647498,-0.128839864148,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.4200000000000001,0.0119867693035,1.09118729395,50.1842261644,3.3240053314,6.25405974579,0.0,0.126537383937,3.11792468426,-0.550449375526,-28.6911697563,-0.145672862169,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.48000000000000015,0.0215877844797,1.28606759282,50.0734822744,1.60173407807,6.24493493215,0.0,0.196012330274,3.85477502751,-2.93285623534,-28.7659667182,-0.16970814118,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.5400000000000001,0.0359502706849,1.5745332106,49.8971157222,6.15833581804,6.23438803476,0.0,0.28645160021,5.48688714994,-2.49122310632,-28.8014068404,-0.192022981204,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.6000000000000002,0.0563981108473,1.87820650677,49.7837818343,4.42990202126,6.22256432729,0.0,0.39818212223,4.25431422123,-1.6261387302,-28.8180731135,-0.209731964019,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.6600000000000003,0.0843722204653,2.08404025892,49.6345244179,2.7006322132,6.20985729886,0.0,0.538726654667,3.00355762638,-3.69222452393,-28.826333456,-0.216277346369,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.7200000000000003,0.121519320691,2.30447083165,49.3526124091,0.970932072866,6.19676429368,0.0,0.703960314071,4.61815190299,-5.25915830405,-28.8315605255,-0.222400934184,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.7800000000000004,0.169518445381,2.61735331112,49.0679172278,5.52420656135,6.1832806239,0.0,0.898187568707,5.32851150549,-4.05879106411,-28.8322833643,-0.229783208576,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.8400000000000004,0.229737273516,2.88631789559,48.8338795176,3.7943919413,6.1693682504,0.0,1.11605695382,3.50215051258,-4.24180098379,-28.8273436715,-0.236408949774,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.9000000000000005,0.304162393911,3.07679203281,48.5055775173,2.06497311983,6.15544858786,0.0,1.36599889635,3.35092604996,-6.71106682151,-28.8186252387,-0.224385706263,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
0.9600000000000005,0.394335209563,3.33502054966,48.0765554153,0.335914908002,6.14219641779,0.0,1.64659117425,5.21886889745,-7.0644242494,-28.8161880287,-0.214603495449,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.0200000000000005,0.50178833189,3.64878203822,47.6926403949,4.89029271847,6.12957804066,0.0,1.93446280672,4.77665500182,-5.87624790381,-28.8096507836,-0.202873231214,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.0800000000000005,0.627563188598,3.87764141258,47.3130441932,3.16176252929,6.11760136598,0.0,2.26490070346,3.05434385593,-7.24900340531,-28.807636543,-0.193819436107,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.1400000000000006,0.773465785487,4.07685728724,46.8080405161,1.43333083277,6.1061078616,0.0,2.60229287811,4.00186521112,-9.31816149523,-28.8065368826,-0.187387571081,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.2000000000000006,0.940823718027,4.36875530242,46.2599564638,5.98802577614,6.09478721488,0.0,2.97201422364,5.37223875675,-8.6062559144,-28.8107759315,-0.191347529705,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.2600000000000007,1.12950917095,4.65970162956,45.7695939391,4.2592947733,6.08319532444,0.0,3.3295507439,3.99035373316,-8.10617839812,-28.8144062042,-0.197175837794,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.3200000000000007,1.34172374047,4.85811603754,45.2242616059,2.53045945698,6.07115436323,0.0,3.73683764024,3.0586372817,-10.2517344542,-28.813201281,-0.208810988916,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.3800000000000008,1.57815157378,5.08458562687,44.5625353988,0.8015819537,6.05856199386,0.0,4.15990782867,4.71101694596,-11.3456650801,-28.8168748058,-0.212082224898,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.4400000000000008,1.8403890748,5.39195616131,43.915616407,5.35562628206,6.04595030494,0.0,4.56384873351,5.08403650133,-10.1890384767,-28.8224822105,-0.206670796127,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.5000000000000009,2.12725033548,5.64413786292,43.3016131792,3.6261985477,6.03359058954,0.0,5.02099083696,3.27636334384,-10.7870882083,-28.825863161,-0.204717972137,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.560000000000001,2.44206014516,5.83239757931,42.5872944779,1.89665273895,6.02152800007,0.0,5.46449483786,3.41523326116,-12.9291791791,-28.8254025308,-0.194563992992,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.620000000000001,2.7852037463,6.09236498281,41.7996272381,0.167076963323,6.00975331913,0.0,5.97338728087,5.11263004196,-12.85648579,-28.8275977048,-0.199790628365,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.680000000000001,3.15573952158,6.39057899824,41.0611852317,4.72049534732,5.99752251123,0.0,6.3846677826,4.40838731704,-11.9478472146,-28.8324148635,-0.213511256113,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.740000000000001,3.55518813314,6.6018243018,40.3057678211,2.99062814139,5.98446620971,0.0,6.92104361281,2.96332595067,-13.5473752851,-28.8291581826,-0.227430138298,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.8000000000000012,3.98425463006,6.80019833403,39.4396390696,1.26085395592,5.97059722638,0.0,7.40959690378,4.01571064325,-15.0642782666,-28.8310947137,-0.239862103503,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.8600000000000012,4.44552421764,7.0843462768,38.5572394065,5.81399986709,5.9560671476,0.0,7.92262544004,5.06379652276,-14.1578692623,-28.8387991816,-0.247168011289,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.9200000000000013,4.93433071071,7.35023313123,37.7238970316,4.083620722,5.9412498372,0.0,8.4239862105,3.51390014912,-14.0531397877,-28.84097559,-0.246533781513,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
1.9800000000000013,5.45671081711,7.53415831057,36.8231498913,2.35301582867,5.92664526533,0.0,8.94478981655,2.98433059798,-15.9390826447,-28.8459360539,-0.237808040832,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.0400000000000014,6.01026374712,7.75553045464,35.8373364506,0.622097319932,5.91249237751,0.0,9.54503810501,4.5590111252,-16.4729349632,-28.8540900002,-0.232288269035,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.1000000000000014,6.59724238837,8.04259891581,34.8840572491,5.17411397273,5.89866282144,0.0,9.9872270659,4.58572239774,-15.3520731193,-28.8509525334,-0.227130068096,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.1600000000000015,7.21483982641,8.26229422775,33.9474070493,3.44310587129,5.88491348293,0.0,10.6207876482,2.89934308868,-16.3230972743,-28.8489309875,-0.233589542709,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.2200000000000015,7.8655783838,8.43782220965,32.9196856805,1.71242250556,5.87089326067,0.0,11.0792635892,3.24822116333,-17.8341667823,-28.8393208407,-0.233832207797,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.2800000000000016,8.55072407945,8.68308134171,31.8531695801,6.26525946846,5.85664555083,0.0,11.7242793552,4.71392091396,-17.3418521422,-28.8388661516,-0.24586732071,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.3400000000000016,9.26637546061,8.94730273669,30.8431635052,4.53511703069,5.84173501236,0.0,12.1864304686,3.66176142486,-16.6085063681,-28.8313538993,-0.254384148726,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.4000000000000017,10.0178535242,9.12592321731,29.8015059456,2.80540860509,5.82631031678,0.0,12.7850420894,2.68103924633,-18.1442499098,-28.8225978007,-0.263083594779,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.4600000000000017,10.798249177,9.30735172298,28.6798512844,1.07607959873,5.81050046912,0.0,13.3187646787,3.70596815574,-19.0221751415,-28.8239405989,-0.26433654132,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.520000000000002,11.6163073648,9.5639158904,27.5696249721,5.62962433066,5.79469153113,0.0,13.8647332943,4.45221460598,-17.8634964805,-28.8330990269,-0.261781376082,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.580000000000002,12.4652179889,9.78310213116,26.5072647245,3.89949109584,5.77906747912,0.0,14.5096854892,2.75680911606,-18.0842306544,-28.8395692418,-0.257826624501,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.640000000000002,13.3496335596,9.93805611318,25.3790562666,2.16916628591,5.76358717712,0.0,14.8987489778,2.60075248792,-19.3849023578,-28.8361567461,-0.2583635105,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.700000000000002,14.2627801999,10.1332976934,24.2023470093,0.43896785647,5.7477938607,0.0,15.5932419247,4.02011276545,-19.4291294434,-28.8390347097,-0.27531085173,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.760000000000002,15.2127641113,10.3788314696,23.0780677739,4.99185593105,5.73098693382,0.0,16.0686891169,3.67387969518,-18.1499609517,-28.8371838492,-0.292024629597,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.820000000000002,16.1993788848,10.5479337103,21.9630033957,3.26163139958,5.71335687354,0.0,16.7596503179,2.34570590527,-19.2649110147,-28.8350334761,-0.297713198174,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.880000000000002,17.21170901,10.69379538,20.780613932,1.53169227354,5.69540569443,0.0,17.0618382983,2.73617704768,-20.1182547384,-28.8297844572,-0.302300579522,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
2.940000000000002,18.2589640311,10.9017918361,19.5889299805,6.08507322902,5.67698971881,0.0,17.7887552177,3.98400033675,-19.2715749579,-28.8305114107,-0.318225559125,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.000000000000002,19.3426830005,11.1101165418,18.4663642079,4.35524688012,5.65757330005,0.0,18.4223108549,2.60089155216,-18.6226091727,-28.8303302749,-0.337487211472,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.0600000000000023,20.464743097,11.2447510199,17.3092856488,2.62549828573,5.63694986571,0.0,18.8174120064,2.15122703105,-19.7591372214,-28.8247648732,-0.360602264349,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.1200000000000023,21.6038060872,11.390779101,16.1058966873,0.896099911573,5.61492032778,0.0,19.3146281684,3.01454851221,-20.1679596192,-28.8244614299,-0.385313766957,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.1800000000000024,22.7849156054,11.5983093359,14.9349061123,5.44964870045,5.59135861681,0.0,19.9950709627,3.46907761433,-18.7229247777,-28.8319363625,-0.414336288794,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.2400000000000024,24.0082085009,11.7554167281,13.8125062757,3.71966102672,5.56606960127,0.0,20.7696966912,1.97576626582,-19.1820800089,-28.8335509022,-0.442156422251,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.3000000000000025,25.2566442138,11.8744223748,12.6391727093,1.98981638092,5.53910923251,0.0,20.8044249884,2.01809501516,-19.8446849273,-28.8264577869,-0.47017563198,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.3600000000000025,26.5249989257,12.0261497922,11.445337008,0.260190808398,5.51045758054,0.0,21.5633556898,3.13635944367,-19.6104366876,-28.8304064189,-0.499155708631,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.4200000000000026,27.8416974077,12.209527628,10.3146607301,4.81354701878,5.4801358061,0.0,22.3526028687,2.47207568926,-18.3242592041,-28.8306038097,-0.522095297876,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.4800000000000026,29.2029956993,12.3280190115,9.18560240318,3.08373766258,5.44853635514,0.0,22.8215892398,1.85188814171,-19.2684868014,-28.826441704,-0.537783136844,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.5400000000000027,30.5674545764,12.4415973477,8.01874596379,1.35413388274,5.4160614181,0.0,22.8301804346,2.0763001054,-19.6435619028,-28.8289100208,-0.549239834392,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.6000000000000028,31.964172056,12.5957648447,6.85770777548,5.90751437777,5.38288720105,0.0,23.7321531964,2.90866350682,-18.7509111899,-28.832938391,-0.561432772412,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.660000000000003,33.4147895342,12.7370935953,5.7555995951,4.17739654575,5.34898477015,0.0,24.5990144666,1.74070058427,-18.5222255226,-28.8376149052,-0.573411497832,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
3.720000000000003,34.8908252762,12.8420548214,4.62086835054,2.4474857553,5.31447884532,0.0,24.4190783159,1.76773266054,-19.1096101873,-28.8231285541,-0.578687369976,0.0,429.0349444877625,426.8853175408124,429.04467516289816,429.0338059005538
